站号,站名,省份,经度,纬度,测站海拔
56491,宜宾县,四川,104.57,28.7,287.0
56492,宜宾,四川,104.6,28.77,502.8
56493,南溪,四川,104.97,28.85,292.8
56494,屏山,四川,104.15,28.65,386.5
56496,兴文,四川,105.23,28.32,367.0
56497,盐津,云南,104.23,28.1,448.8
56498,筠连,四川,104.5,28.15,549.0
56499,珙县,四川,104.78,28.38,368.2
56533,贡山,云南,98.67,27.75,1583.3
56543,香格里拉,云南,99.7,27.83,3341.5
56548,维西,云南,99.28,27.17,2326.1
56565,盐源,四川,101.52,27.43,2516.8
56567,宁蒗,云南,100.85,27.3,2367.2
56569,德昌,四川,102.18,27.42,1380.0
56571,西昌,四川,102.27,27.9,1590.9
56575,普格,四川,102.55,27.37,1530.7
56578,宁南,四川,102.75,27.07,993.6
56580,布拖,四川,102.8,27.72,2460.0
56582,大关,云南,103.9,27.75,1176.2
56584,金阳,四川,103.25,27.7,1093.0
56585,鲁甸,云南,103.53,27.18,1952.2
56586,昭通,云南,103.72,27.35,1949.5
56592,高县,四川,104.5,28.43,378.1
56593,长宁,四川,104.92,28.58,279.1
56594,彝良,云南,104.05,27.63,1035.0
56595,镇雄,云南,104.87,27.42,1645.2
56596,威信,云南,105.05,27.85,1177.2
56598,赫章,贵州,104.73,27.13,1535.1
56641,福贡,云南,98.87,26.9,1189.7
56643,泸水,云南,98.85,25.87,949.9
56645,兰坪,云南,99.42,26.42,2344.9
56646,剑川,云南,99.92,26.53,2191.4
56649,洱源,云南,99.97,26.1,2059.9
56651,丽江,云南,100.22,26.85,2380.9
56652,永胜,云南,100.75,26.68,2130.5
56654,鹤庆,云南,100.18,26.58,2195.4
56664,华坪,云南,101.27,26.63,1230.8
56665,盐边,四川,101.85,26.68,1140.3
56666,攀枝花,四川,101.72,26.58,1224.8
56669,永仁,云南,101.67,26.05,1589.4
56670,米易,四川,102.12,26.9,1136.9
56671,会理,四川,102.25,26.65,1787.3
56673,巧家,云南,102.92,26.92,893.9
56674,仁和,四川,101.75,26.5,1280.6
56675,会东,四川,102.58,26.65,1694.5
56684,会泽,云南,103.28,26.42,2188.3
56688,东川,云南,103.17,26.1,1263.8
56691,威宁,贵州,104.28,26.87,2237.5
56693,水城,贵州,104.87,26.58,1815.9
56697,宣威,云南,104.08,26.22,1984.2
56739,腾冲,云南,98.5,25.02,1695.9
56742,云龙,云南,99.37,25.9,1723.9
56745,漾濞,云南,99.95,25.68,1626.1
56746,永平,云南,99.52,25.47,1616.7
56748,保山,云南,99.18,25.12,1652.2
56751,大理,云南,100.18,25.7,1977.7
56752,宾川,云南,100.57,25.83,1438.7
56755,弥渡,云南,100.48,25.35,1711.7
56756,祥云,云南,100.58,25.48,1992.9
56757,巍山,云南,100.28,25.27,1742.1
56761,大姚,云南,101.32,25.72,1878.1
56763,元谋,云南,101.87,25.73,1120.6
56764,姚安,云南,101.23,25.53,1873.5
56766,牟定,云南,101.52,25.33,1822.0
56767,南华,云南,101.28,25.18,1905.4
56768,楚雄,云南,101.55,25.03,1824.1
56772,富民,云南,102.5,25.23,1692.7
56774,武定,云南,102.42,25.53,1799.1
56775,禄劝,云南,102.45,25.55,1750.9
56777,禄丰,云南,102.07,25.15,1671.4
56778,昆明,云南,102.65,25.0,1888.1
56781,寻甸,云南,103.27,25.55,1865.8
56782,马龙,云南,103.55,25.42,2067.1
56783,曲靖,云南,103.8,25.5,1906.2
56785,嵩明,云南,103.03,25.33,1915.7
56786,沾益,云南,103.83,25.58,1891.5
56788,陆良,云南,103.67,25.03,1857.6
56790,富源,云南,104.25,25.68,1925.8
56792,普安,贵州,104.97,25.78,1649.4
56793,盘县,贵州,104.47,25.72,1800.0
56835,陇川,云南,97.82,24.07,990.8
56836,盈江,云南,97.95,24.7,826.7
56838,瑞丽,云南,97.85,24.0,762.9
56839,镇康,云南,98.82,23.77,1053.8
56840,梁河,云南,98.3,24.82,1124.8
56841,龙陵,云南,98.7,24.62,1630.6
56842,施甸,云南,99.18,24.73,1471.2
56843,昌宁,云南,99.62,24.83,1650.6
56844,芒市,云南,98.58,24.43,913.8
56846,凤庆,云南,99.93,24.58,1569.0
56849,永德,云南,99.23,24.03,1606.2
56851,南涧,云南,100.52,25.03,1377.2
56854,云县,云南,100.13,24.45,1108.6
56856,景东,云南,100.87,24.47,1162.3
56862,双柏,云南,101.6,24.68,1968.1
56863,安宁,云南,102.48,24.93,1893.4
56867,镇沅,云南,101.12,23.98,1105.4
56869,新平,云南,101.97,24.07,1497.5
56870,易门,云南,102.17,24.67,1600.9
56871,晋宁,云南,102.6,24.65,1979.2
56872,太华山,云南,102.62,24.95,2358.3
56873,澄江,云南,102.92,24.68,1796.3
56875,玉溪,云南,102.55,24.33,1716.9
56876,江川,云南,102.77,24.28,1731.1
56878,通海,云南,102.75,24.13,1801.8
56879,华宁,云南,102.92,24.2,1702.6
56880,宜良,云南,103.13,24.9,1639.5
56881,石林,云南,103.27,24.75,1695.8
56882,呈贡,云南,102.8,24.88,1976.6
56883,师宗,云南,103.98,24.83,1900.9
56885,弥勒,云南,103.45,24.4,1415.5
56886,泸西,云南,103.77,24.53,1704.3
56889,丘北,云南,104.17,24.05,1518.7
56891,罗平,云南,104.32,24.98,1482.7
56898,峨山,云南,102.4,24.18,1600.0
56944,沧源,云南,99.27,23.15,1278.3
56946,耿马,云南,99.4,23.55,1104.9
56948,西盟,云南,99.63,22.65,1245.4
56949,孟连,云南,99.6,22.32,1079.9
56950,双江,云南,99.8,23.47,1044.1
56951,临沧,云南,100.08,23.88,1502.4
56952,景谷,云南,100.7,23.5,979.2
56954,澜沧,云南,99.93,22.57,1054.8
56958,勐海,云南,100.42,21.92,1222.8
56959,景洪,云南,100.78,22.0,582.0
56961,宁洱,云南,101.05,23.03,1336.9
56962,墨江,云南,101.67,23.45,1366.0
56964,思茅,云南,100.97,22.78,1302.1
56966,元江,云南,101.98,23.6,506.8
56969,勐腊,云南,101.57,21.48,633.4
56970,石屏,云南,102.48,23.7,1419.3
56973,建水,云南,102.83,23.62,1309.3
56975,红河,云南,102.43,23.37,974.5
56976,元阳,云南,102.83,23.23,312.3
56977,江城,云南,101.85,22.6,1269.8
56978,绿春,云南,102.42,23.0,1642.8
56982,开远,云南,103.25,23.7,1117.0
56984,个旧,云南,103.15,23.38,1720.5
56985,蒙自,云南,103.38,23.38,1313.6
56986,屏边,云南,103.68,22.98,1414.1
56987,金平,云南,103.23,22.78,1260.0
56989,河口,云南,103.95,22.5,137.8
56991,砚山,云南,104.33,23.62,1561.1
56992,西畴,云南,104.7,23.45,1507.5
56994,文山,云南,104.25,23.38,1293.5
56995,马关,云南,104.42,23.03,1332.9
56996,麻栗坡,云南,104.7,23.13,1093.4
57001,甘谷,甘肃,105.33,34.75,1271.9
57002,秦安,甘肃,105.65,34.85,1216.1
57003,陇县,陕西,106.83,34.9,924.2
57004,武山,甘肃,104.88,34.73,1495.4
57006,天水,甘肃,105.75,34.58,1149.8
57007,礼县,甘肃,105.18,34.18,1383.9
57008,西和,甘肃,105.3,34.03,1579.0
57011,清水,甘肃,106.15,34.75,1378.2
57012,张家川,甘肃,106.2,34.98,1664.5
57014,麦积,甘肃,105.87,34.57,1085.2
57016,宝鸡,陕西,107.13,34.35,612.4
57020,陈仓,陕西,107.4,34.37,563.0
57021,千阳,陕西,107.13,34.65,751.6
57022,麟游,陕西,107.78,34.68,1026.3
57023,彬县,陕西,108.1,35.03,919.9
57024,岐山,陕西,107.65,34.45,669.6
57025,凤翔,陕西,107.38,34.52,781.1
57026,扶风,陕西,107.88,34.37,585.9
57027,眉县,陕西,107.73,34.27,490.8
57028,太白,陕西,107.32,34.03,1576.0
57029,礼泉,陕西,108.48,34.5,542.6
57030,永寿,陕西,108.15,34.7,994.6
57031,淳化,陕西,108.55,34.82,1012.7
57032,周至,陕西,108.2,34.13,436.0
57033,泾阳,陕西,108.82,34.55,428.1
57034,武功,陕西,108.22,34.25,471.0
57035,乾县,陕西,108.23,34.55,636.8
57036,西安,陕西,108.93,34.3,397.0
57037,铜川,陕西,108.97,34.93,723.3
57038,兴平,陕西,108.45,34.28,410.9
57039,长安,陕西,108.88,34.08,445.0
57040,高陵,陕西,109.08,34.52,385.0
57041,三原,陕西,108.92,34.63,424.0
57042,富平,陕西,109.18,34.78,470.9
57043,大荔,陕西,109.97,34.8,351.4
57044,临潼,陕西,109.23,34.4,424.5
57045,渭南,陕西,109.48,34.52,640.8
57046,华山,陕西,110.08,34.48,2064.9
57047,蓝田,陕西,109.32,34.17,540.2
57048,咸阳,陕西,108.72,34.4,472.8
57049,华州,陕西,109.73,34.52,341.5
57051,三门峡,河南,111.2,34.8,575.6
57052,永济,山西,110.45,34.88,354.1
57053,芮城,山西,110.72,34.7,505.7
57054,潼关,陕西,110.25,34.57,542.2
57055,华阴,陕西,110.08,34.55,342.1
57056,灵宝,河南,110.88,34.53,484.5
57057,洛南,陕西,110.15,34.1,963.4
57060,夏县,山西,111.23,35.17,402.9
57061,平陆,山西,111.2,34.83,410.7
57063,渑池,河南,111.77,34.77,523.6
57065,宜阳,河南,112.18,34.5,317.5
57066,洛宁,河南,111.67,34.38,408.2
57067,卢氏,河南,111.03,34.05,658.5
57070,新安,河南,112.12,34.73,364.0
57071,孟津,河南,112.43,34.82,329.1
57072,孟州,河南,112.75,34.92,127.5
57074,伊川,河南,112.4,34.42,252.2
57075,汝州,河南,112.87,34.17,203.1
57076,偃师,河南,112.78,34.73,189.5
57077,栾川,河南,111.65,33.78,742.4
57078,汝阳,河南,112.47,34.15,336.5
57079,温县,河南,113.03,34.95,106.4
57080,巩义,河南,112.97,34.73,165.2
57081,荥阳,河南,113.43,34.8,140.9
57082,登封,河南,113.02,34.47,427.1
57083,郑州,河南,113.65,34.72,110.4
57084,嵩山,河南,113.05,34.5,1178.4
57085,新密,河南,113.33,34.53,259.9
57086,新郑,河南,113.72,34.38,116.6
57087,长葛,河南,113.8,34.2,104.1
57088,禹州,河南,113.5,34.15,146.0
57089,许昌,河南,113.87,34.03,67.2
57090,中牟,河南,113.97,34.72,78.1
57091,开封,河南,114.3,34.78,73.7
57093,兰考,河南,114.82,34.85,73.3
57094,尉氏,河南,114.22,34.4,67.4
57095,鄢陵,河南,114.15,34.12,61.1
57096,杞县,河南,114.78,34.53,59.7
57098,扶沟,河南,114.4,34.08,58.3
57099,太康,河南,114.85,34.07,52.6
57102,成县,甘肃,105.72,33.75,970.0
57105,康县,甘肃,105.6,33.33,1221.2
57106,略阳,陕西,106.15,33.32,794.2
57110,徽县,甘肃,106.08,33.78,1003.3
57111,两当,甘肃,106.3,33.92,961.4
57113,凤县,陕西,106.53,33.9,984.0
57119,勉县,陕西,106.7,33.17,548.1
57123,杨凌,陕西,108.07,34.28,506.0
57124,留坝,陕西,106.93,33.63,1039.1
57126,洋县,陕西,107.55,33.22,468.6
57127,汉中,陕西,107.03,33.07,509.5
57128,城固,陕西,107.33,33.17,486.4
57129,西乡,陕西,107.72,32.98,446.0
57131,泾河,陕西,108.97,34.43,410.0
57132,户县,陕西,108.62,34.12,411.0
57134,佛坪,陕西,107.98,33.52,827.2
57137,宁陕,陕西,108.32,33.32,802.4
57140,柞水,陕西,109.12,33.67,818.2
57143,商州,陕西,109.97,33.85,747.2
57144,镇安,陕西,109.15,33.43,693.7
57153,丹凤,陕西,110.33,33.68,639.0
57154,商南,陕西,110.9,33.53,523.0
57155,山阳,陕西,109.87,33.55,813.2
57156,西峡,河南,111.5,33.3,250.3
57162,嵩县,河南,112.08,34.15,440.7
57169,内乡,河南,111.87,33.05,221.2
57173,鲁山,河南,112.88,33.75,145.7
57175,镇平,河南,112.23,33.05,239.7
57176,南召,河南,112.42,33.48,231.1
57177,舞钢,河南,113.53,33.33,89.8
57178,南阳,河南,112.58,33.03,180.6
57179,方城,河南,113.0,33.28,160.4
57180,郏县,河南,113.2,33.98,117.5
57181,宝丰,河南,113.05,33.88,136.4
57182,襄城,河南,113.5,33.85,80.4
57183,临颍,河南,113.92,33.8,60.0
57184,叶县,河南,113.37,33.63,97.5
57185,舞阳,河南,113.58,33.45,91.1
57186,漯河,河南,114.05,33.6,58.7
57187,社旗,河南,112.93,33.07,116.8
57188,西平,河南,114.03,33.37,55.9
57189,遂平,河南,113.95,33.13,64.6
57190,黄泛区农试站,河南,114.4,33.75,50.5
57191,通许,河南,114.48,34.48,64.2
57192,淮阳,河南,114.88,33.7,44.3
57193,西华,河南,114.52,33.78,52.6
57194,上蔡,河南,114.27,33.28,53.4
57195,周口,河南,114.62,33.62,46.6
57196,项城,河南,114.87,33.47,43.6
57197,汝南,河南,114.33,33.0,50.1
57198,商水,河南,114.62,33.55,44.6
57204,青川,四川,105.23,32.58,782.0
57206,广元,四川,105.85,32.43,545.4
57208,剑阁,四川,105.47,32.02,544.5
57211,宁强,陕西,106.25,32.83,836.1
57213,南郑,陕西,106.93,33.0,536.5
57216,南江,四川,106.83,32.35,579.3
57217,旺苍,四川,106.28,32.23,485.7
57231,紫阳,陕西,108.53,32.53,503.8
57232,石泉,陕西,108.27,33.05,484.9
57233,汉阴,陕西,108.5,32.9,380.3
57237,万源,四川,108.03,32.07,674.0
57238,镇巴,陕西,107.9,32.53,892.2
57242,旬阳,陕西,109.37,32.85,285.5
57245,安康,陕西,109.03,32.72,290.8
57247,岚皋,陕西,108.9,32.32,438.5
57248,平利,陕西,109.33,32.4,570.3
57249,竹溪,湖北,109.68,32.32,448.2
57251,郧西,湖北,110.42,33.0,317.3
57253,郧阳区,湖北,110.82,32.85,244.8
57254,白河,陕西,110.12,32.82,322.5
57256,十堰,湖北,110.78,32.65,286.5
57257,竹山,湖北,110.23,32.23,307.0
57259,房县,湖北,110.77,32.03,426.9
57260,丹江口,湖北,111.52,32.57,133.4
57261,淅川,河南,111.52,33.12,248.4
57265,老河口,湖北,111.67,32.38,132.1
57268,谷城,湖北,111.63,32.27,120.0
57271,新野,河南,112.38,32.55,87.7
57273,唐河,河南,112.85,32.68,96.8
57274,邓州,河南,112.12,32.7,120.0
57278,襄阳,湖北,112.17,32.03,163.4
57279,枣阳,湖北,112.75,32.15,125.5
57281,泌阳,河南,113.3,32.68,160.8
57285,桐柏,河南,113.42,32.38,153.0
57290,驻马店,河南,114.02,33.0,106.2
57292,平舆,河南,114.63,32.97,44.9
57293,新蔡,河南,114.98,32.73,38.0
57294,确山,河南,114.02,32.83,113.7
57295,正阳,河南,114.33,32.62,85.0
57296,息县,河南,114.67,32.35,34.2
57297,信阳,河南,114.05,32.13,114.5
57298,罗山,河南,114.55,32.22,55.4
57299,光山,河南,114.9,32.02,49.4
57303,苍溪,四川,105.92,31.73,459.9
57304,梓潼,四川,105.17,31.67,516.5
57306,阆中,四川,105.97,31.58,382.6
57307,三台,四川,105.08,31.1,459.9
57308,盐亭,四川,105.38,31.22,421.3
57309,西充,四川,105.88,30.98,378.4
57313,巴中,四川,106.77,31.87,556.7
57314,南部,四川,106.07,31.35,405.7
57315,仪陇,四川,106.4,31.53,655.7
57317,蓬安,四川,106.42,31.03,324.9
57318,营山,四川,106.55,31.07,406.2
57320,通江,四川,107.22,31.93,482.4
57324,平昌,四川,107.08,31.58,364.2
57326,宣汉,四川,107.72,31.37,389.4
57328,达川,四川,107.5,31.2,344.9
57329,开江,四川,107.85,31.1,467.5
57333,城口,重庆,108.67,31.95,798.2
57338,开县,重庆,108.42,31.18,216.5
57339,云阳,重庆,108.68,30.95,297.2
57343,镇坪,陕西,109.53,31.9,995.8
57345,巫溪,重庆,109.62,31.4,337.8
57348,奉节,重庆,109.53,31.02,299.8
57349,巫山,重庆,109.87,31.07,606.8
57355,巴东,湖北,110.37,31.03,337.5
57358,秭归,湖北,110.97,30.83,295.5
57359,兴山,湖北,110.73,31.35,336.8
57361,保康,湖北,111.27,31.88,327.7
57362,神农架,湖北,110.67,31.75,935.2
57363,南漳,湖北,111.83,31.8,151.0
57368,远安,湖北,111.63,31.05,141.5
57370,宜城,湖北,112.22,31.73,67.8
57377,荆门,湖北,112.22,31.0,191.9
57378,钟祥,湖北,112.57,31.17,108.0
57381,随州,湖北,113.33,31.62,106.5
57385,广水,湖北,113.87,31.63,116.3
57386,孝昌,湖北,114.0,31.25,51.6
57387,京山,湖北,113.13,31.0,84.6
57388,安陆,湖北,113.7,31.27,53.7
57389,云梦,湖北,113.75,31.03,32.2
57390,鸡公山,河南,114.07,31.8,733.5
57395,大悟,湖北,114.12,31.57,120.0
57396,新县,河南,114.85,31.63,128.7
57398,红安,湖北,114.62,31.28,74.3
57399,麻城,湖北,115.02,31.18,74.3
57401,射洪,四川,105.37,30.87,383.3
57402,蓬溪,四川,105.7,30.77,394.5
57403,大英,四川,105.23,30.59,354.0
57405,遂宁,四川,105.55,30.5,355.0
57407,乐至,四川,105.03,30.28,462.6
57408,安岳,四川,105.35,30.12,383.6
57409,潼南,重庆,105.78,30.22,331.7
57411,南充,四川,106.1,30.78,347.0
57413,渠县,四川,106.97,30.85,295.1
57414,岳池,四川,106.45,30.55,403.7
57415,广安,四川,106.63,30.47,394.5
57416,邻水,四川,106.93,30.33,391.5
57417,武胜,四川,106.28,30.35,315.9
57420,大竹,四川,107.18,30.75,418.0
57425,垫江,重庆,107.33,30.33,416.1
57426,梁平,重庆,107.8,30.68,454.5
57431,天城,重庆,108.35,30.83,257.0
57432,万州,重庆,108.4,30.77,186.7
57437,忠县,重庆,108.03,30.3,325.6
57438,石柱,重庆,108.12,29.98,632.3
57439,利川,湖北,108.93,30.28,1074.1
57445,建始,湖北,109.72,30.6,609.2
57447,恩施,湖北,109.47,30.28,454.4
57453,夷陵区,湖北,111.42,30.77,188.1
57458,五峰,湖北,110.07,30.15,243.2
57460,当阳,湖北,111.78,30.82,91.8
57461,宜昌,湖北,111.3,30.7,256.5
57462,三峡,湖北,111.08,30.87,139.0
57464,长阳,湖北,111.18,30.47,177.9
57465,宜都,湖北,111.45,30.38,120.1
57466,枝江,湖北,111.75,30.43,66.4
57469,松滋,湖北,111.77,30.18,69.5
57475,潜江,湖北,112.9,30.4,31.2
57476,荆州,湖北,112.15,30.35,31.8
57477,公安,湖北,112.22,30.07,38.4
57481,应城,湖北,113.57,30.95,30.4
57482,孝感,湖北,113.95,30.9,25.5
57483,天门,湖北,113.13,30.67,31.9
57484,沙洋,湖北,112.55,30.74,57.2
57485,仙桃,湖北,113.45,30.37,24.3
57486,汉川,湖北,113.85,30.65,25.0
57489,蔡甸,湖北,114.0,30.58,23.6
57491,黄陂,湖北,114.4,30.87,31.4
57492,新洲,湖北,114.8,30.83,40.7
57493,江夏,湖北,114.33,30.35,73.5
57494,武汉,湖北,114.05,30.6,23.6
57495,团风,湖北,114.88,30.67,28.1
57496,鄂州,湖北,114.87,30.37,35.3
57498,黄冈,湖北,114.9,30.43,26.2
57499,大冶,湖北,114.97,30.1,40.3
57502,大足,重庆,105.7,29.7,541.0
57503,内江,四川,105.12,29.62,349.7
57505,荣昌,重庆,105.58,29.42,338.0
57506,永川,重庆,105.9,29.37,353.0
57507,隆昌,四川,105.3,29.33,385.7
57508,泸县,四川,105.37,29.15,301.0
57509,万盛,重庆,106.93,28.95,599.8
57510,铜梁,重庆,106.05,29.85,326.3
57511,北碚,重庆,106.45,29.85,240.8
57512,合川,重庆,106.28,29.97,364.5
57513,渝北,重庆,106.62,29.73,464.7
57514,璧山,重庆,106.22,29.58,331.5
57516,沙坪坝,重庆,106.47,29.58,259.1
57517,江津,重庆,106.25,29.28,261.4
57518,巴南,重庆,106.5,29.33,506.1
57519,南川,重庆,107.08,29.15,698.8
57520,长寿,重庆,107.07,29.83,377.6
57522,涪陵,重庆,107.42,29.75,372.8
57523,丰都,重庆,107.73,29.85,290.5
57525,武隆,重庆,107.75,29.32,406.9
57536,黔江,重庆,108.78,29.53,786.9
57537,彭水,重庆,108.17,29.3,322.2
57540,咸丰,湖北,109.15,29.68,776.9
57541,宣恩,湖北,109.48,30.0,571.8
57543,鹤峰,湖北,110.03,29.9,539.8
57544,龙山,湖南,109.45,29.47,488.7
57545,来凤,湖北,109.42,29.53,502.8
57554,桑植,湖南,110.17,29.4,322.2
57558,张家界,湖南,110.47,29.13,183.5
57562,石门,湖南,111.37,29.58,116.9
57564,慈利,湖南,111.08,29.43,174.1
57565,澧县,湖南,111.75,29.65,38.1
57566,临澧,湖南,111.65,29.45,89.3
57571,石首,湖北,112.4,29.7,37.4
57573,监利,湖北,112.9,29.88,26.2
57574,南县,湖南,112.4,29.37,40.3
57575,华容,湖南,112.57,29.52,31.0
57577,安乡,湖南,112.17,29.4,36.9
57581,洪湖,湖北,113.45,29.82,27.4
57582,赤壁,湖北,113.88,29.72,46.9
57583,嘉鱼,湖北,113.97,29.92,61.7
57584,岳阳,湖南,113.08,29.38,53.0
57585,临湘,湖南,113.45,29.48,60.4
57586,崇阳,湖北,114.03,29.53,78.5
57589,通城,湖北,113.8,29.25,146.2
57590,咸宁,湖北,114.37,29.85,98.8
57595,通山,湖北,114.5,29.6,99.9
57596,金沙,湖北,114.2,29.63,751.6
57598,修水,江西,114.58,29.03,146.8
57600,江安,四川,105.07,28.72,420.9
57603,合江,四川,105.83,28.82,283.4
57604,纳溪,四川,105.38,28.78,368.8
57605,古蔺,四川,105.82,28.03,537.7
57606,桐梓,贵州,106.83,28.13,972.0
57608,叙永,四川,105.43,28.17,377.5
57609,赤水,贵州,105.72,28.57,354.6
57612,綦江,重庆,106.65,29.0,474.7
57614,习水,贵州,106.22,28.33,1180.2
57623,道真,贵州,107.6,28.88,685.6
57625,正安,贵州,107.45,28.55,816.4
57633,酉阳,重庆,108.77,28.83,826.5
57634,务川,贵州,107.88,28.52,660.3
57635,秀山,重庆,108.98,28.45,548.7
57636,沿河,贵州,108.5,28.57,503.2
57637,德江,贵州,108.12,28.25,629.5
57640,花垣,湖南,109.45,28.58,341.0
57642,保靖,湖南,109.63,28.7,325.3
